id	target	response	score	question
bbuga71	beneath	"beneath"	1	The mantle is the layer that lies _______________ the crust.
lgurl88	beneath	under	1	The mantle is the layer that lies _______________ the crust.
mmorg96	beneath	upper	0	The mantle is the layer that lies _______________ the crust.
aprat71	beneath	under	1	The mantle is the layer that lies _______________ the crust.
sfros91	beneath	beneth	1	The mantle is the layer that lies _______________ the crust.
sogle73	beneath	beneth	1	The mantle is the layer that lies _______________ the crust.
cmerc92	beneath	beneve	0	The mantle is the layer that lies _______________ the crust.
mgonz82	beneath	between	0	The mantle is the layer that lies _______________ the crust.
icruz76	beneath	I don't know	0	The mantle is the layer that lies _______________ the crust.
sfran66	beneath	I don't know	0	The mantle is the layer that lies _______________ the crust.
lmohr62	beneath	I don't know	0	The mantle is the layer that lies _______________ the crust.
iflan59	beneath	opuve	0	The mantle is the layer that lies _______________ the crust.
ddigr96	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
sfran66	beneath	bentahen	0.5	The mantle is the layer that lies _______________ the crust.
pobri85	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
zyou89	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
cwood92	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
rcai50	beneath	below	1	The mantle is the layer that lies _______________ the crust.
yelle61	beneath	under	1	The mantle is the layer that lies _______________ the crust.
mhamm65	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
bzhan76	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
owhit92	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
cmoor96	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
agu52	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
jselb77	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
olans59	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
idiet54	beneath	beyond	0	The mantle is the layer that lies _______________ the crust.
egu53	beneath	below	1	The mantle is the layer that lies _______________ the crust.
dzhan71	beneath	under	1	The mantle is the layer that lies _______________ the crust.
wmathi31	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
rhass95	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
zkazi85	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
sye90	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
rkunk88	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
mvemu68	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
abail54	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
aange64	beneath	beneath	1	The mantle is the layer that lies _______________ the crust.
xande62	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
crami87	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mdeli73	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
howen65	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abegl55	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
wmcne94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
spark85	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sbouf97	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ghays66	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jrey59	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jmorr34	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
alara95	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mcain54	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bsher79	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dmosi93	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
hrhon74	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cloy77	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kcoll69	the crust	grass	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mwilb70	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aruss55	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sevan90	the crust	idk	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ahayw86	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jflem89	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
egetz07	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bconk64	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jbrad94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
crami87	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aboer60	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mbrow71	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rburg66	the crust	the grass	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ggreg66	the crust	atmosphere	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
shall79	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
brobi54	the crust	surface	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lcarn56	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abarn71	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kseit94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jblak74	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jwalt55	the crust	land	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
eirel61	the crust	atmoshere	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
eside63	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
iguey66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
enoer61	the crust	"atmosphere"	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jbarb51	the crust	the  earths crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
epete74	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lpuck85	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aklem75	the crust	"dirt"	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dmont59	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
hpatt80	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kshat69	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cfros55	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jdaug60	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sfran66	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mgonz82	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ncasa56	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mbatt84	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sfros91	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mmorg96	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ddigr96	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abeec66	the crust	ground	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bbuga71	the crust	Bedrock	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmerc92	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sogle73	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
tdelu72	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
iflan59	the crust	sediment	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lmohr62	the crust	surfase	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mumho63	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cpere94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kaoki90	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lgurl88	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aprat71	the crust	7 layers. Erupt	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
icruz76	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ryosh64	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mfroo55	the crust	The earth's surface	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lkric66	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sfran66	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aange64	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
egu53	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abail54	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
pobri85	the crust	"The crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
idiet54	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
owhit92	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jselb77	the crust	Crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cwood92	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sye90	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
zyou89	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
agu52	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmoor96	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
zkazi85	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rkunk88	the crust	"the crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rhass95	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
wmathi31	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bzhan76	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
olans59	the crust	atmosphere	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
yelle61	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rcai50	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dzhan71	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mhamm65	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mvemu68	the crust	The Earth's outer layer is the Earth's crust.	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
tdelu72	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mbatt84	the crust	"chrust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
icruz76	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ncasa56	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bbuga71	the crust	Crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jdaug60	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ddigr96	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kaoki90	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mfroo55	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
iflan59	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aprat71	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mgonz82	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cfros55	the crust	plates and mantles	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abeec66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lkric66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sfran66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmerc92	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cpere94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lmohr62	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kshat69	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cpere94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
pmorg94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mumho63	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sfros91	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ryosh64	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mmorg96	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sogle73	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lgurl88	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mdeli73	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sevan90	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mcain54	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kcoll69	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
xande62	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jbrad94	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sbouf97	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abegl55	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jflem89	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
alara95	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ahayw86	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
wmcne94	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bmcgr82	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
egetz07	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ghays66	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cloy77	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
howen65	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dmosi93	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
crami87	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jmorr34	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bsher79	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jrey59	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
hrhon74	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aruss55	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mwilb70	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
kseit94	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jwalt55	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
epete74	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
enoer61	the crust	crust 	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
eirel61	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jblak74	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
hpatt80	the crust	the crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
ggreg66	the crust	The Earth's crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
shall79	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
brobi54	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aklem75	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dmont59	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abarn71	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lpuck85	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jbarb51	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
shall79	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aboer60	the crust	mantle	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmill63	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
lcarn56	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rburg66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
iguey66	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mbrow71	the crust	I don't know	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
eside63	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
bzhan76	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dzhan71	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
agu52	the crust	cust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
aange64	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
zkazi85	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
jselb77	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
pobri85	the crust	The crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
abail54	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
dzhan71	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sye90	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rhass95	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mvemu68	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rcai50	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
zyou89	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
owhit92	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
egu53	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
rkunk88	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
mhamm65	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cwood92	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmoor96	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
idiet54	the crust	mantle	0	"The earth is made of layers. What is the name of the thinnest, outer layer?"
olans59	the crust	"crust"	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
wmathi31	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
yelle61	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
cmcmi27	the crust	crust	1	"The earth is made of layers. What is the name of the thinnest, outer layer?"
sevan90	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mcain54	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jrey59	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
alara95	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
spark85	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
kcoll69	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
xande62	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
abegl55	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mdeli73	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
bsher79	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
howen65	outer	tall	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jmorr34	outer	beneath	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
crami87	outer	beneath	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ghays66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
dmosi93	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jbrad94	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mwilb70	outer	tall	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
egetz07	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
wmcne94	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
bconk64	outer	empty	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sbouf97	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ahayw86	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cloy77	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
hrhon74	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
aruss55	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
eside63	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
aboer60	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
epete74	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
shall79	outer	wide	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
eirel61	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
brobi54	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
rburg66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ggreg66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jblak74	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
enoer61	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
iguey66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
dmont59	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
kseit94	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jbarb51	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
hpatt80	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jwalt55	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mbrow71	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
lcarn56	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
lpuck85	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
abarn71	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
aklem75	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ncasa56	outer	crust	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mbatt84	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
abeec66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
tdelu72	outer	top	0.5	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ryosh64	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
kshat69	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cfros55	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jdaug60	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mumho63	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cpere94	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
kaoki90	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mfroo55	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
lkric66	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
lgurl88	outer	toplayer	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mmorg96	outer	plate	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
bbuga71	outer	Outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
aprat71	outer	"earth"	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sfros91	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sogle73	outer	crust	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cmerc92	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mgonz82	outer	"crust"	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
icruz76	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
iflan59	outer	lowest	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sfran66	outer	"outer"	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
lmohr62	outer	I don't know	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
ddigr96	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sfran66	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
pobri85	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
owhit92	outer	outermost	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
bzhan76	outer	smallest	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
zyou89	outer	outmost	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cwood92	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
rcai50	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
yelle61	outer	first	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mhamm65	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
agu52	outer	crust	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
cmoor96	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
jselb77	outer	1st	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
olans59	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
idiet54	outer	earth	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
egu53	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
dzhan71	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
wmathi31	outer	top	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
sye90	outer	softest	0	"The earth is made of layers. The crust is the thinnest, ___________ layer."
rhass95	outer	outermost	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
zkazi85	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
rkunk88	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
mvemu68	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
aange64	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
abail54	outer	outer	1	"The earth is made of layers. The crust is the thinnest, ___________ layer."
